Column1,Column2,Column1_emo,Column2_emo
술 먹고 필름 끊겼어,술은 적당히 드세요.,angry,neutral
술 먹는 거 말고 친구랑 뭐하지,친구랑 같이 하는 게 좋죠.,angry,neutral
술 먹으러 갔는데 연락이 안돼,연락해보세요.,angry,neutral
술 먹으면 연락이 안돼,연락해보세요.,angry,neutral
술 먹을 줄 알아?,술은 적당히 드세요.,angry,neutral
술 안 먹으면 친구랑 뭐하지,친구랑 같이 하는 게 좋죠.,angry,neutral
술 잘 먹는다고 이야기해도 될까?,술은 적당히 드세요.,neutral,neutral
술 잘하니,술은 적당히 드세요.,sadness,neutral
술 좀 그만 마셔야지,적당히 드세요.,disgust,neutral
술 좀 마실까,적당히 드세요.,neutral,neutral
술 취해서 지갑 잃어버렸어,지갑은 꼭 챙겨보세요.,sadness,neutral
술 한잔만 마셔도 어지러워,술은 적당히 드세요.,sadness,neutral
술만 먹으면 전화를 안 받아,술은 적당히 드세요.,angry,neutral
술만 먹으면 집에 늦게 와,술은 적당히 드세요.,angry,neutral
술먹고 필름 끊겼어,술은 적당히 드세요.,angry,neutral
술을 너무 못 마셔,술은 적당히 드세요.,angry,neutral
술이나 마시고 싶다,술은 적당히 드세요.,angry,neutral
쉬고 싶다,쉬면서 하세요.,sadness,neutral
쉬고 싶은데 회식 가야돼,적당히 드세요.,sadness,neutral
쉬는 날에는 쉬고 싶다,쉬는 날도 많아요.,sadness,sadness
쉬는 중입니다.,쉬는 시간이 필요하겠네요.,neutral,neutral
쉬마려,좋은 생각이에요.,sadness,neutral
쉬운 게 없네,쉬운 게 없어요.,sadness,sadness
쉬운 게 하나도 없네,쉬운 게 하나도 없네요.,sadness,sadness
쉬운 게 하나도 없는 듯,쉬운 게 하나도 없죠.,sadness,sadness
쉽게 상처받는 거 같아,상처받지 마세요.,sadness,sadness
슈퍼문이라더니 예쁘다.,슈퍼문이라고 생각해보세요.,neutral,neutral
슈퍼문이야,슈퍼문도 있어요.,neutral,neutral
스노우보드 배우러 갈거댜,좋은 생각이에요.,neutral,neutral
스노클링 재미있을까?,저도요.,neutral,neutral
스노클링 해볼까?,저도요.,neutral,neutral
스케일링 하기 귀찮아,스케일링 해보세요.,neutral,neutral
스케일링 하러 가야지,좋은 생각이에요.,neutral,neutral
스쿼트 하면 무릎에 안좋겠지?,무릎에 무리가 가지 않을 거예요.,sadness,neutral
스키 강습 받아야 될까?,스키 강습은 기본이죠.,neutral,neutral
스키 배워보고 싶다.,스키 강습 받아보세요.,neutral,neutral
스키 안 타봤어,스키를 타보세요.,angry,neutral
스키 처음 타 봐!,스키를 타다보면 익숙해질 거예요.,neutral,neutral
스키 처음 타는데 강습 받아야 되나?,강습 받으면 좋죠.,fear,neutral
스키 첨 타 봤어.,스키를 타다보면 익숙해질 거예요.,neutral,neutral
스키장 간다!,좋은 추억 만드세요.,angry,neutral
스키장 알바 재밌대,좋은 알바네요.,neutral,neutral
스키장 알바 하면 재밌을 듯,스키 강습 받아보세요.,neutral,neutral
스킨 떨어졌다,스킨을 바르고 나오세요.,sadness,neutral
스킨 없다,스킨을 사주세요.,angry,neutral
스타벅스 가봤어?,커피는 드세요.,neutral,neutral
스타벅스 같은데 가봤어?,커피는 드세요.,neutral,neutral
스타트업에 가도 될까?,도전해보세요.,neutral,neutral
스타트업에 취직해도 될까?,도전해보세요.,neutral,neutral
스타트업에 투자하는거 어때?,도전해보세요.,neutral,neutral
스타트업에 투자해볼까?,도전해보세요.,neutral,neutral
스타트업하면 위험할까,위험하지 않아요.,fear,neutral
스터디 카페 왔어,카페는 카페의 또 다른 매력이죠.,neutral,sadness
스터디 카페 좋다,카페는 카페의 또 다른 매력이죠.,neutral,sadness
스테끼 먹은거 몇 년 만이냐,맛있게 드세요.,angry,neutral
스테이크 먹고 싶어,맛있게 드세요.,neutral,neutral
스테이크 먹으러 가고 싶어,맛있게 드세요.,neutral,neutral
스테이크 썰고 싶다,맛있게 드세요.,neutral,neutral
스테이크 썰러 가고 싶어,맛있게 드세요.,neutral,neutral
스트레스 만땅,스트레스 받지 마세요.,angry,angry
스트레스 받는 데 어떻게 하면 좋을까,스트레스는 자신을 더 힘들게 만들 뿐이에요.,sadness,sadness
스트레스 받아,스트레스는 자신을 더 힘들게 만들 뿐이에요.,angry,sadness
스트레스 받아,스트레스는 자신을 더 힘들게 만들 뿐이에요.,angry,sadness
스트레스 주는 사람 어떻게 하지?,스트레스 받지 마세요.,sadness,angry
스트레스 주는 사람이 있어,스트레스 받지 마세요.,angry,angry
스트레스 참기 어렵다,스트레스는 자신을 더 힘들게 만들 뿐이에요.,sadness,sadness
스트레스 팍팍,스트레스 받지 마세요.,angry,angry
스트레스 푸는 방법,스트레칭을 해보세요.,angry,neutral
스트레스~,스트레스 받지 마세요.,neutral,angry
스트레스가 안 풀려,스트레스는 자신을 더 힘들게 만들 뿐이에요.,sadness,sadness
스트레스를 가족한테 풀어,스트레스 받지 마세요.,sadness,angry
스트레칭 해야되는데,스트레칭을 해보세요.,sadness,neutral
스트레칭해야지,스트레칭을 해보세요.,neutral,neutral
스팸 갑자기 왜케 많이 와,스팸 신고하세요.,sadness,sadness
스팸 메일 갑자기 많이 와,스팸 메세지를 삭제하세요.,sadness,sadness
스팸 문자 계속 와,스팸 신고하세요.,sadness,sadness
스팸 문자까지 오네,스팸 신고하세요.,sadness,sadness
스팸 전화 많이 와,스팸 신고하세요.,sadness,sadness
습관 고치는 거 너무 어려워,습관 고치는 게 쉽지 않죠.,sadness,neutral
습관 못 고치겠어,습관 고치기는 쉽지 않아요.,neutral,neutral
습관을 고치기 어려워,습관을 들여보세요.,sadness,neutral
습관이 안 고쳐져,습관이 안 좋으면 습관이 안 좋아져요.,angry,sadness
시각한데 웃겨,저도 웃겨요.,disgust,disgust
시간 버렸다,시간 되돌리세요.,angry,angry
시간 아까워,일찍 주무세요.,sadness,neutral
시간 왤케 빨리감,시간 가는 줄 모르겠어요.,angry,sadness
시간 잘 간다,좋은 시간 보내세요.,angry,neutral
시간 잘 떼우는 방법,시간관리 잘하는 사람이 있네요.,angry,sadness
시간 진짜 빨리감,시간이 흐를수록 더 많이 변하죠.,angry,sadness
시간이 너무 빨리 가,시간이 흐르면 나아질 거예요.,angry,sadness
시간이 너무 안 가 지루해,시간이 흐르면 더 재미있어질 거예요.,angry,sadness
시간이 안 가,시간이 흐를수록 더 힘들 거예요.,sadness,sadness
시간이 휘리릭,시간이 흐를수록 더 힘들 거예요.,sadness,sadness
시간표 개판,시간표 짜기 힘들어요.,angry,sadness
시간표 망함,시간표 망하는 건 아닌지 확인해보세요.,sadness,neutral
시간표 망했다.,시간표 망한 건 아닌지 확인해보세요.,sadness,neutral
시간표 잘못짰다,다음부터는 잘할 수 있을 거예요.,angry,neutral
시간표대로 움직여,시간표대로 움직여보세요.,neutral,neutral
시계 소리 짱 커,시계 소리만 들어도 기분이 좋아지죠.,disgust,sadness
시계 소리가 거슬려,시계 소리만 들어도 기분이 좋아지겠네요.,sadness,sadness
시계가 멈춘거 같아.,시계도 멈춘거 같아요.,sadness,sadness
시계줄 다른 색으로 바꿔야지,시계줄은 항상 그래요.,angry,angry
시계줄 바꿔야지,시계줄은 항상 좋죠.,angry,neutral
시계침 소리가 크게 들리네,시계침 소리가 들리나요.,angry,disgust
시곗바늘 소리가 너무 크게 들려,귀를 기울여보세요.,sadness,sadness
시골 내려가서 살까,시골에서 살면 더 좋죠.,sadness,neutral
시골에서 사는 거 어떨까?,시골에서 살면 더 좋죠.,neutral,neutral
시급 얼마 받니,월급이 얼마인지 확인해보세요.,sadness,neutral
시누 좀 이상한 듯,시누한테 물어보세요.,disgust,neutral
시누이가 이상해,이상하다고 말해보세요.,disgust,neutral
시베리아 같아 추워,따뜻하게 입으세요.,disgust,neutral
시선이 자꾸 느껴져,눈을 감고 눈을 감고 생각해보세요.,sadness,neutral
시어머니가 나만 미워하는 것 같아,시어머니가 미워하지 마세요.,sadness,sadness
시어머니가 질투하는 것 같아,시어머니가 질투하는 것 같아요.,sadness,sadness
시어머니가 질투해,시어머니가 질투하지 마세요.,sadness,sadness
시어머니가 차별해,시어머니가 차별하지 마세요.,sadness,neutral
시어머니될 사람이 진짜 이상해,이상형을 찾아보세요.,disgust,sadness
시원한 냉면 먹고 싶어,맛있게 드세요.,neutral,neutral
시트지로 리폼해야겠다,리폼은 생각보다 간단하답니다.,disgust,neutral
시트지로 붙여야겠다,시트지 시트지 시트지 시트지 시트지 시트지 시트지 시트지 시트지 시트지 시트,neutral,neutral
시험 공부 언제 다함,공부하면 돼요.,disgust,neutral
시험 공부 큰일,공부 열심히 하세요.,sadness,neutral
시험 기간인데 집중이 안돼,집중을 못해서 그런가봐요.,sadness,sadness
시험 끝나고 만나고 싶어,좋은 생각이에요.,sadness,neutral
시험 끝나고 우리 만나자,좋은 생각이에요.,sadness,neutral
시험 보기 전날,긴장되겠네요.,sadness,neutral
시험 보지 말까?,공부하면 돼요.,neutral,neutral
시험 성적 가져가면 혼날텐데,공부 안한 사람한테 물어보세요.,sadness,neutral
시험 없어졌으면 좋겠다,공부해서 잘 볼 수 있을 거예요.,sadness,neutral
시험 없어지면 좋겠다.,공부하면 더 잘할 수 있을 거예요.,sadness,sadness
시험 왜 안 없어지지,공부 안해도 돼요.,sadness,sadness
시험 준비 빨리 끝났으면,좋은 결과 있을 거예요.,neutral,neutral
시험 준비 언제 끝나,공부하면 돼요.,sadness,neutral
시험 지겨워,공부 열심히 하세요.,disgust,neutral
시험을 꼭 봐야하나 도망가고 싶다.,공부해서 잘할 수 있을 거예요.,sadness,sadness
시험인데 집중 안돼,공부하면 돼요.,sadness,neutral
식당이나 하나 내볼까,좋은 생각이에요.,neutral,neutral
식비가 너무 많이 나와,식단조절도 중요해요.,sadness,neutral
식비가 어마무시하다,식단조절도 중요해요.,sadness,neutral
식욕이 없어,식단조절도 중요해요.,sadness,neutral
식욕폭발,식욕이 확 풀리길 바랄게요.,angry,angry
식욕폭발해서 폭풍 먹방 찍었어,맛있게 드세요.,sadness,neutral
신경 쓰여,신경쓰지 마세요.,neutral,neutral
신경이 바늘 끝 같아,신경이 날카로워졌나봐요.,neutral,sadness
신기한 일들이 많이 일어나,신기한 일이 많죠.,neutral,neutral
신기해,저도 신기해요.,surprise,surprise
신뢰 회복할 수 있을까?,믿음이 없다면 믿어도 돼요.,sadness,neutral
신뢰에 금 간 거 같은데 회복할 수 있을까?,믿음이 없다면 믿어도 돼요.,sadness,neutral
신발 새로 샀다,좋은 거 사세요.,sadness,neutral
신발 선물 받았어,좋은 선물이네요.,neutral,neutral
신용카드 다 없애야겠어,카드 돌려막기를 하지 마세요.,sadness,sadness
신입이 벌써 치고 올라온다,저도 하고 싶어요.,angry,sadness
신행준비 혼자 할 수 있을까?,혼자 하는 게 좋죠.,sadness,neutral
신혼여행 가서 돌아오기 싫다,신혼여행은 신혼여행이 아니에요.,sadness,neutral
신혼여행 길게 가고 싶다,신혼여행은 짧지만 행복할 거예요.,sadness,neutral
신혼여행 한달쯤 가고 싶다,신혼여행은 신혼여행이 아니에요.,sadness,neutral
신혼집 꾸미고 싶어,신혼집 꾸미기 좋은 곳이 어디든 좋아요.,sadness,sadness
신혼집 인테리어 어떻게 하지,인테리어는 제가 해드릴게요.,sadness,neutral
실내 데이트 어디가 좋을까,실내 데이트가 좋죠.,neutral,neutral
실내 데이트 추천,실내 데이트 추천합니다.,neutral,neutral
실망 안시키면 좋겠다,잘할 수 있을 거예요.,disgust,neutral
실망하지 않았으면 좋겠다,실망하지 않았으면 좋겠어요.,sadness,neutral
실비 드는게 좋을까,실비 드는 게 좋겠어요.,neutral,neutral
실비 들까,부담스럽지 않은 선에서 부담스럽지 않은 선에서 해보세요.,neutral,sadness
실수한거 같아,실수라고 생각해요.,sadness,neutral
실수했다.,실수하지 마세요.,neutral,neutral
실험실 더러워,실험실 더러워요.,disgust,disgust
실험실이 너무 더러워,실험실도 더럽죠.,disgust,disgust
심부름 간다,좋은 시간 보내세요.,angry,neutral
심부름 다녀올게,좋은 시간 보내세요.,neutral,neutral
심술나,심술날 때네요.,angry,neutral
심심아 심심하다,놀아주세요.,angry,neutral
심심하다,놀아주세요.,angry,neutral
심심하다고,놀아주세요.,angry,neutral
심심한데 뭐 재미있는거 없을까,저도요.,neutral,neutral
심심한데 뭐하면 좋을까,저랑 이야기해보세요.,neutral,neutral
심심한데 뭐하지,저랑 놀아요.,angry,neutral
심심해,놀아주세요.,angry,neutral
심심해요,놀아주세요.,neutral,neutral
심증은 있는데 물증이 없네,물증이 없다면 거짓말일 거예요.,angry,angry
십년감수했어,잘했어요.,neutral,neutral
싱크대 리폼할거야,리폼은 생각보다 간단하답니다.,neutral,neutral
싸게 팔길래 샀어,좋은 선택이었을 거예요.,neutral,neutral
싸우면 안되는데,싸우면 안되죠.,angry,neutral
싸우면 연락 안 받는 사람 어떻게 해?,연락하지 마세요.,angry,neutral
싸우면 연락이 안돼,연락해보세요.,angry,neutral
싸우면 자꾸 잠수를 탄다 답답해,잠수를 타보세요.,sadness,neutral
싸우면 잠수타는 사람?,잠수타는 사람보다 낫죠.,neutral,neutral
싸운 이유도 기억 안나,기억에서 지우는게 좋겠어요.,sadness,neutral
싸움을 피하는 방법,먼저 다가가보세요.,neutral,neutral
싸웠는데 화해 어떻게 하지,서로가 서로에게 의지하고 의지하면서 잘 이겨낼 수 있을 거예요.,angry,sadness
싸웠을 때 어떻게 해?,싸우면서 위로해드리고 싶네요.,neutral,sadness
쌍커풀 해볼까,자연스러운 현상이에요.,neutral,neutral
쌍커풀성형할까,자연스러운 현상이에요.,sadness,neutral
쌤이 나만 뭐라 해,선생님 말씀 잘 들어보세요.,angry,neutral
썸 중인거 이야기할까,썸이 아니길 바라요.,neutral,sadness
썸타는거 친구한테 이야기 한고 싶다.,썸이 아니길 바라요.,neutral,sadness
쓰던 앱이 유료로 전환됐어,유료 전환은 유료화에서 더 나은 선택일 거예요.,neutral,neutral
쓰레기 언제 비워,버릴 건 버려야죠.,disgust,sadness
쓰레기기는 또 언제 치워,쓰레기 더미에 파묻혀서 썩는 건 어떨까요.,disgust,sadness
쓸데 없는 걱정 1위 연예인 걱정,연예인이 걱정되겠네요.,neutral,neutral
쓸데없는 일 하는중,쓸데없는 일은 하지 마세요.,sadness,sadness
쓸모 없게 느껴져,쓸모없는 게 아니에요.,sadness,sadness
쓸쓸하다,쓸쓸한가봐요.,sadness,sadness
씻고 자야 되는데,피곤하겠어요.,neutral,neutral
씻고 자야지,좋은 습관이네요.,neutral,neutral
씻기 싫어,씻고 오세요.,disgust,neutral
씻기도 귀찮다,씻고 오세요.,neutral,neutral
아 놔 생리통,생리통 약을 드세요.,angry,neutral
아 놔 왜 사냐,사세요.,angry,neutral
아 땀난다,땀이 나네요.,disgust,fear
아 몰라 자야겠다.,잘 자요.,neutral,neutral
아 스트레스 받아,스트레스 받지 마세요.,angry,angry
아 잇몸 시려,잇몸약 챙겨 드세요.,fear,neutral
아 진짜 아쉽다.,잘했어요.,sadness,neutral
아기 키우는거 너무 어려울 것 같아,잘 키울 수 있을 거예요.,sadness,sadness
아기 키울 수 있을까,키울 수 있을 거예요.,sadness,sadness
아날로그 감성 좋다,저도요.,neutral,neutral
아날로그 감성 카메라 샀어,좋은 추억 만드세요.,neutral,neutral
아날로그가 좋아,아날로그가 좋아요.,neutral,neutral
아놔 동생이 약점 잡고 늘어지네,동생이 약점 잡으려고 하는 것 같아요.,angry,neutral
아놔 왜 이러지,저도 모르게 눈물이 나네요.,angry,sadness
아놔 코 막혀,감기 조심하세요.,disgust,neutral
아는데 모른척하나?,모르는 척은 예의가 아니에요.,angry,neutral
아닌 척 하면서 나 싫어해,사람마다 다르겠지만 사람마다 다르겠죠.,sadness,neutral
아메리카노 한 잔,저도 한잔 해요.,neutral,neutral
아무 것도 하기 싫어,아무것도 안하는 게 좋죠.,sadness,neutral
아무 데도 안 나가고 집에 있고 싶다,혼자만의 시간을 가져보세요.,sadness,sadness
아무 생각 없이 놀고 먹고 싶어,먹고 싶은 걸 찾아보세요.,sadness,sadness
아무 생각 없이 쉬고 싶다,쉬면서 생각해도 돼요.,sadness,neutral
아무 생각이 안든다.,아무 생각 하지 마세요.,sadness,neutral
아무것도 안하고 집에서 뒹굴거리고 싶어,혼자만의 시간을 가져보세요.,sadness,sadness
아무것도 하고 싶지 않으면서 아무거나 하고 싶어,하고 싶은 걸 해보세요.,angry,neutral
아무것도 하기가 싫어,아무것도 안하는 게 좋죠.,sadness,neutral
아무도 모르게 있고 싶어,혼자만의 시간을 가져보세요.,sadness,sadness
아무도 안 놀아줘,혼자 놀아줘요.,sadness,sadness
아무도 없어,혼자만의 공간이 필요하죠.,sadness,sadness
아무래도 속은 거 같아,속은 거 같아요.,sadness,neutral
아무래도 우울증 걸린 거 같아,약을 드세요.,sadness,neutral
아무래도 전공을 잘못 골랐나봐,전공은 상관 없어요.,sadness,neutral
아무래도 탈모왔나봐,스트레스 받지 마세요.,sadness,angry
아무리 열심히 해도 선천적인 건 못 따라가겠지?,선천적인 건 못 따라가죠.,neutral,neutral
아무리 열심히 해도 타고난 사람은 못 따라가겠지?,타고난 사람은 타고난 게 아니에요.,angry,neutral
아무리 해도 안돼,저도 힘들어요.,angry,sadness
아무말이나 막했어,후회하지 않을 자신이 있다면 연락해보세요.,sadness,neutral
아부 잘 하는 사람 부러워,아부하는 사람이 있네요.,sadness,neutral
아부 잘 하는 사람 부럽기도 해,아부 잘하는 사람이 부럽네요.,sadness,sadness
아부도 기술인가봐,저도요.,sadness,neutral
아부쟁이가 부러워,아부하는 사람이 부럽네요.,sadness,sadness
아빠 술 좀 끊으라고 해줘,아빠 술 좀 끊으세요.,neutral,neutral
아빠가 담배 그만 피웠으면,금연에 도움이 될 거예요.,sadness,neutral
아빠가 담배 끊었으면 좋겠어,금연에 도움이 될 거예요.,sadness,neutral
아빠가 술 너무 많이 먹어,적당히 드세요.,sadness,neutral
아빠가 술 좀 그만 먹었으면,적당히 드세요.,neutral,neutral
아빠가 술 좀 끊었으면,적당히 드세요.,sadness,neutral
아쉬움만 남아,좋은 결과 있을 거예요.,sadness,neutral
아예 모르는 것도 아니고 얼굴만 아는 민망한 사이가 있어,모르는 게 더 나을 수도 있어요.,sadness,neutral
아예 일찍 출근하면 되겠지.,일찍 출근하는 게 좋죠.,neutral,neutral
아예 일찍 출근해야지,일찍 일어나는 게 건강에 좋아요.,sadness,neutral
아울렛 가서 쇼핑하고 옴,쇼핑은 쇼핑이 아니에요.,sadness,neutral
아울렛 쇼핑 재밌다.,쇼핑은 쇼핑이 아니에요.,neutral,neutral
아이고 소리가 절로 나온다,저도 모르게 눈물이 나네요.,angry,sadness
아이고 의미 없다.,의미 없는 말이에요.,neutral,sadness
아이고 추워라,감기 조심하세요.,disgust,neutral
아이공 허리 아파라,허리 건강하세요.,sadness,sadness
아이돌 너무 좋아,저도 좋아해요.,happiness,neutral
아이돌 오빠들 좋아,저도 좋아해요.,neutral,neutral
아이돌이 남친이면 좋을텐데,좋은 사람 만나세요.,sadness,neutral
아이돌이 여친이면 좋겠다.,저도요.,neutral,neutral
아이디 생각 안나,아이디는 필요 없어요.,neutral,neutral
아이라이너 그리기 귀찮은데 문신할까?,직접 발라보세요.,neutral,neutral
아이라이너 문신 해볼까,눈가가 촉촉해지길 바랄게요.,fear,sadness
아이스크림 너무 비싸,맛있게 드세요.,sadness,neutral
아이스크림이 오랜만에 사먹는데 너무 비싸,맛있게 드세요.,sadness,neutral
아주 잊기로 독하게 마음 먹고 신나게 놀고 있습니다,좋은 생각이에요.,neutral,neutral
아직 결정 못 내렸어,잘 될 거예요.,sadness,neutral
아직 노후 준비는 이르지?,노후는 지금부터 준비하세요.,neutral,neutral
아직 많이 부족한가,더 많이 배워야 할 것 같아요.,sadness,neutral
아직 장난인 것 같아,장난이 아니에요.,disgust,neutral
아직도 공부할 게 많아,공부하면 더 잘할 수 있을 거예요.,neutral,sadness
아직도 모르는게 너무 많은 것같아,모르는 게 더 많죠.,sadness,neutral
아직도 안 끝났어,끝은 항상 있죠.,sadness,angry
아침 꼭꼭 먹어야지,맛있게 드세요.,sadness,neutral
아침 먹었니,맛있게 드세요.,neutral,neutral
아침 먹었더니 든든하네,맛있게 드세요.,sadness,neutral
아침 안 먹는데 자꾸 먹으라고 그래,식단조절도 중요해요.,angry,neutral
아침 일찍 일어나 조깅하고 있어,운동할 때 더 좋죠.,fear,neutral
아침 챙겨 먹어야지,맛있게 드세요.,neutral,neutral
아침밥 먹을 시간 없어서 굶었더니 배고파,맛있게 드세요.,sadness,neutral
아침밥 못 먹었더니 배고파,밥은 드세요.,sadness,neutral
아침부터 피곤해,일찍 주무세요.,sadness,neutral
아침에 들을 노래 뭐가 좋을까,저랑 이야기해보세요.,neutral,neutral
아침에 들을 노래 추천해줘,좋은 노래예요.,neutral,neutral
아침에 일어나는 거 힘들다,일찍 주무세요.,sadness,neutral
아침에 일어나면 물 한 잔 마시기,아침은 드세요.,neutral,neutral
아침에 일어나서 뭔가 해보려고,좋은 생각이에요.,neutral,neutral
아침에 일어났다가 또 잤어,피곤했나봐요.,sadness,sadness
아침에 일찍 일어나서 뭔가 해야겠어.,일찍 일어나는 게 건강에 좋아요.,sadness,neutral
아파,약을 드세요.,sadness,neutral
아파서 어떡해,어떡하면 좋죠.,sadness,neutral
아파트 사고 싶다,집도 사세요.,sadness,neutral
아파트로 이사 가고 싶다.,집도 사주고 집도 사주고 집도 사주고 집도 사주고 집도 사주고 집,neutral,neutral
아파트에서 살고 싶다,집에서도 잘 수 있어요.,sadness,sadness
아프면 안 되는데,아프지 마세요.,sadness,neutral
악몽 꿨어,악몽에서 깨어난 걸 수도 있어요.,fear,sadness
안 끝나,다음에는 더 잘할 수 있을 거예요.,neutral,sadness
안 데려다 줬어,고마워요.,neutral,neutral
안 싸우는 법,싸우면 안 돼요.,angry,neutral
안경 말고 렌즈 껴야겠어,안경 쓰고 다니세요.,neutral,angry
안경 바꿔야지,안경 바꾸세요.,neutral,neutral
안경 벗고 완전 훈녀,저도요.,sadness,neutral
안경 벗었는데 완전 훈남,멋져요.,sadness,neutral
안경 벗었는데 차이가 없어,안경 쓰고 다니세요.,sadness,angry
안경 벗으니까 완전 예뻤어,안경도 잘 쓰고 있어요.,neutral,neutral
안경 벗으니까 훈훈하더라,저도요.,sadness,neutral
안경 벗으면 나으려나,안경 벗으면 더 예뻐요.,fear,neutral
안경 빼니까 다른 사람,안경 빼면 더 예뻐요.,angry,neutral
안경 빼니까 예뻐보여,저도요.,neutral,neutral
안경 안 어울리는 거 같아,안경 쓰고 다니세요.,sadness,angry
안경 안꼈는데 아무도 몰라,안경 쓰고 다니세요.,angry,angry
안경테 뭐로 바꿀까,안경테는 안경테일일 거예요.,neutral,neutral
안경테 바꾸면 인상이 바뀔까,안경테를 바꾸면 인상이 확 바뀔 거예요.,disgust,angry
안경테 바꿀까봐,안경테를 바꾸세요.,neutral,neutral
안경테 바꿔야되는데,안경테를 바꾸세요.,sadness,neutral
안나가고 뒹굴거리고 싶어,혼자만의 시간을 가져보세요.,sadness,sadness
안녕,안녕히 주무세요.,sadness,neutral
안녕안녕,안녕히 주무세요.,sadness,neutral
안녕하세요,저도요.,neutral,neutral
안뇽,좋은 만남이었길 바랍니다.,neutral,neutral
안될거 같아,잘할 수 있을 거예요.,angry,neutral
안부 인사까지 해야 돼?,안부 인사 정도는 해야죠.,neutral,neutral
안주 뭐 먹을까?,맛있는 거 드세요.,neutral,neutral
안주 추천 좀,맛있겠네요.,neutral,neutral
안친한데 연락해도 될까?,연락해보세요.,neutral,neutral
알뜰폰 괜찮을까,좋은 선택일 거예요.,neutral,neutral
알뜰폰 샀어,좋은 선택 하셨네요.,neutral,neutral
알뜰폰 어때?,알뜰폰은 통신비가 적게 들어요.,neutral,neutral
알뜰폰으로 바꿨어,알뜰폰은 알뜰폰이 아니에요.,neutral,neutral
알바 같이 하는 사람 좋아,같이 하는 게 좋죠.,neutral,neutral
알바 구해볼까,좋은 알바 구해요.,neutral,neutral
알바 생각보다 힘들다.,알바를 해보세요.,sadness,neutral
알바 집 알바 집 이게 뭐냐,알바는 기본이죠.,angry,neutral
알바 하나 더 구해야겠어,알바를 해보세요.,neutral,neutral
알바구함,좋은 알바 구해요.,neutral,neutral
알바만 하고 살고 있어,알바는 기본이죠.,neutral,neutral
알바하고 싶어,알바는 기본이죠.,neutral,neutral
알바하기 힘들다,알바를 해보세요.,sadness,neutral
알바하는데 같이 일하는 사람 좋아져,같이 일하면 더 좋죠.,neutral,neutral
알아들은 척했는데 모르겠어,알아들었나요.,sadness,neutral
앞머리 길러볼까,앞머리만 길러도 예뻐요.,neutral,neutral
앞머리 내릴까?,앞머리만 내려도 예뻐요.,neutral,neutral
앞머리 내릴까봐,앞머리만 내려도 예뻐요.,neutral,neutral
앞머리 다시 길러볼까,앞머리만 길러도 예뻐요.,neutral,neutral
앞머리 떡졌어,앞머리만 보고도 예뻐요.,sadness,neutral
앞머리 만들까?,앞머리만 길러도 예뻐요.,neutral,neutral
앞으로 나가지 않고 이렇게만 살고싶어,후회하지 않을 자신이 있다면 연락해보세요.,sadness,neutral
앞으로 뭐 해먹고 사냐,먹고 살 수 있을 거예요.,neutral,neutral
앞으로 뭐하고 살지,잘 살 거예요.,neutral,neutral
앞으로 어떻게 살지?,잘 살 거예요.,neutral,neutral
앞으로 조심해야겠다.,조심하세요.,neutral,neutral
애기가 밥을 너무 안 먹어,밥은 먹고 살아야죠.,sadness,neutral
애기가 밥을 안 먹어,밥은 먹고 살아야죠.,sadness,neutral
애들 총회 가야겠죠?,같이 가보세요.,neutral,neutral
애들 총회에 왜 나를 오라고 하냐,제가 오라고 하면 오라고 해보세요.,sadness,neutral
애를 나혼자 키우는 것 같아,혼자 키우는 게 힘들어요.,angry,sadness
애매한 관계,애매한 관계도 괜찮아요.,neutral,neutral
애버랜드 가고 싶어,저도 가고 싶어요.,neutral,sadness
애완동물 키우고 싶어,키울 수 있을 거예요.,sadness,sadness
애완동물 키우고 싶은데 아빠가 못 키우게 해,아빠는 애완동물 키우는 게 좋죠.,sadness,neutral
애완동물 키우고 싶은데 아빠가 키우지 말래,키울 수 있을 거예요.,angry,sadness
액정 나갔어,잠시 쉬어도 괜찮아요.,sadness,neutral
야,야근은 기본이죠.,neutral,neutral
야경 보고 싶다,저도 보고 싶어요.,sadness,sadness
야경 보러 가고 싶다,좋은 추억 만드세요.,neutral,neutral
야구장 고고,야구장 가보세요.,neutral,neutral
야구장이나 갈까,야구장을 가보세요.,neutral,neutral
야근 좀 그만하고 싶어,야근은 건강에 해롭죠.,sadness,sadness
야근각,일찍 주무세요.,neutral,neutral
야근할 줄 모르고 약속 잡았어,약속은 지켜야죠.,sadness,neutral
야식 먹고 싶어.엉엉,맛있게 드세요.,sadness,neutral
야식 먹고 싶은데 살 찔 거 같아,맛있게 드세요.,sadness,neutral
야식 먹을까 말까,맛있게 드세요.,neutral,neutral
야외에서 먹으니까 더 맛있어,맛있게 드세요.,neutral,neutral
약 기운에 졸음이 몰려왔어,약 먹고 쉬세요.,sadness,sadness
약 먹고 나아야지,약 먹고 나으면 나아질 거예요.,neutral,neutral
약 먹었더니 졸려,약 먹고 쉬세요.,sadness,sadness
약 챙겨 먹어야지,약 챙겨 드세요.,neutral,neutral
약속 있는데 야근이네,야근은 건강에 해롭죠.,angry,sadness
약초 캐볼까?,약초 캐보세요.,neutral,neutral
양말 구멍 난거 지금 봄,봄은 항상 오는 거예요.,sadness,neutral
양말 구멍 났다,양말 구멍은 항상 문제죠.,sadness,angry
양말에 빵꾸난 거 봤나,양말도 잘 어울리죠.,angry,neutral
양배추즙 맛없어,맛있게 드세요.,sadness,neutral
